rainfall,temperature,humidity,soil_moisture,wind_speed,drought
99,22.06,78,7,12,0
132,42.69,58,36,16,0
126,22.2,39,59,0,0
89,26.99,80,14,1,0
116,44.41,27,41,23,0
50,27.24,80,58,18,0
8,32.48,69,35,30,0
109,44.83,70,43,2,0
111,38.55,42,34,18,0
166,35.86,30,58,12,0
188,34.49,35,23,0,0
99,28.44,16,56,9,0
99,36.79,71,21,30,0
58,31.12,56,8,18,0
145,41.36,34,20,26,1
140,33.89,33,19,18,0
135,20.93,75,45,20,0
60,38.72,95,42,15,0
80,22.47,59,60,34,0
51,43.63,27,46,14,0
84,18.84,30,33,5,0
80,35.15,93,54,34,0
163,35.13,16,50,27,0
155,41.86,53,31,10,0
142,18.0,55,32,20,0
138,38.12,57,19,24,0
185,22.66,39,44,1,0
95,43.87,63,49,13,0
90,18.04,37,8,35,0
172,18.94,71,59,18,0
49,37.02,54,48,3,0
41,18.48,78,55,14,0
187,41.81,56,50,26,0
114,24.69,63,32,35,0
138,26.84,95,46,3,0
93,30.89,97,57,25,0
88,43.19,57,22,24,0
178,18.67,56,40,22,0
136,33.67,72,35,15,0
194,40.4,83,38,22,0
142,35.2,62,5,8,0
93,24.68,34,22,0,0
1,27.74,88,47,34,0
120,40.36,45,45,19,0
88,25.47,98,56,25,0
101,38.22,29,42,9,0
101,42.75,89,16,4,0
119,41.61,48,57,25,0
20,21.91,17,20,28,1
34,39.67,47,31,4,0
159,36.45,86,26,30,0
29,20.62,40,44,9,0
180,40.17,76,55,30,0
126,38.38,52,26,7,0
123,25.89,61,57,15,0
63,42.43,88,21,24,0
179,20.48,26,11,16,0
33,43.22,98,54,4,0
176,42.79,73,56,18,0
143,29.65,72,32,17,0
144,18.84,36,29,34,0
20,19.6,33,51,3,0
21,44.45,38,52,35,0
200,25.88,41,25,12,0
65,31.36,66,55,22,0
196,30.78,16,30,27,0
89,37.06,39,26,22,0
165,42.27,72,11,14,0
26,27.89,50,24,29,0
166,28.65,44,59,13,0
99,33.02,23,32,27,0
8,19.19,19,56,26,0
150,34.8,69,55,13,0
171,23.42,18,8,14,0
180,28.47,98,24,3,0
162,41.19,100,23,0,0
5,31.14,67,18,22,0
94,31.91,44,19,29,0
86,31.57,73,15,23,0
170,30.26,55,39,28,0
27,26.16,93,27,17,0
158,27.0,19,59,23,0
175,18.16,27,58,0,0
14,40.04,69,33,34,0
84,21.4,45,38,31,0
49,42.62,91,46,14,0
173,44.0,21,10,15,1
46,22.62,86,55,33,0
56,26.29,86,11,30,0
74,35.95,57,13,17,0
55,35.15,58,14,19,0
159,22.21,76,12,15,0
1,21.85,65,51,5,0
25,37.66,78,53,14,0
120,25.13,32,14,7,0
14,30.29,33,47,19,0
93,22.98,41,44,2,0
176,20.44,63,56,1,0
137,29.94,68,33,16,0
177,24.8,55,33,26,0
2,44.58,47,36,27,0
113,28.73,75,47,31,0
3,22.25,96,39,21,0
57,30.14,16,50,6,0
7,29.86,42,19,22,0
68,41.21,67,23,24,0
32,27.09,55,19,15,0
40,27.28,18,5,13,1
169,38.86,83,57,17,0
29,43.15,60,35,0,0
146,33.22,84,29,24,0
91,43.62,91,24,24,0
144,41.57,73,51,15,0
19,34.89,49,29,11,0
74,19.3,15,46,19,0
168,42.05,86,6,18,0
165,29.55,19,18,12,0
60,38.18,34,60,13,0
8,25.59,67,34,32,0
127,44.3,53,11,0,0
155,36.44,21,47,4,0
152,40.16,86,48,31,0
22,43.67,45,11,25,1
9,35.49,93,43,1,0
119,44.69,33,41,15,0
175,43.78,69,56,6,0
122,34.89,87,52,15,0
169,40.5,31,34,33,0
113,26.04,36,39,17,0
163,21.88,61,24,16,0
119,24.25,42,40,31,0
115,36.14,87,45,16,0
154,35.34,36,14,31,0
49,23.59,35,9,26,0
64,22.72,88,52,2,0
39,31.26,52,17,26,0
68,25.76,39,35,6,0
151,23.45,69,43,27,0
110,28.45,17,35,10,0
126,44.76,89,26,5,0
51,27.8,31,44,6,0
56,30.65,43,52,34,0
3,41.51,90,33,32,0
169,24.97,91,22,29,0
81,28.45,43,59,10,0
187,32.63,95,10,0,0
99,20.77,31,51,20,0
81,28.71,35,6,15,0
31,44.88,22,38,30,1
100,32.0,87,54,14,0
2,31.2,67,41,15,0
148,36.6,53,16,4,0
182,33.42,93,15,15,0
26,43.16,44,12,3,1
110,33.38,54,58,6,0
68,20.47,92,21,17,0
188,31.64,17,29,17,0
59,32.0,63,41,1,0
92,25.05,100,55,25,0
86,29.36,81,55,20,0
138,38.43,79,46,21,0
177,36.16,52,23,9,0
137,30.9,40,41,4,0
189,28.19,77,54,15,0
121,38.75,49,25,22,0
106,40.02,73,46,12,0
139,33.42,73,33,1,0
7,18.93,72,59,33,0
196,30.59,91,5,23,0
94,37.56,48,54,28,0
114,31.47,97,23,21,0
86,30.17,48,46,17,0
98,34.91,78,57,5,0
68,28.84,80,46,12,0
43,29.28,60,42,30,0
146,34.22,63,39,3,0
93,38.88,75,16,21,0
67,18.95,77,59,16,0
35,18.1,95,15,13,0
9,35.16,44,28,25,0
71,41.98,40,30,31,0
93,43.62,47,21,22,0
121,25.77,52,54,31,0
198,24.05,43,55,15,0
105,24.24,89,57,26,0
161,39.02,68,60,1,0
48,39.26,96,44,3,0
180,26.33,66,24,19,0
150,34.23,90,37,22,0
61,33.74,25,43,11,0
55,33.41,43,54,0,0
31,41.01,88,17,22,1
68,21.62,59,56,13,0
156,21.51,49,37,28,0
63,20.86,50,19,2,0
132,43.66,51,42,35,0
155,44.12,18,20,31,1
161,43.32,92,59,18,0
82,44.79,72,31,7,0
83,24.58,40,34,14,0
78,36.19,32,54,19,0
100,19.29,64,7,15,0
196,44.5,88,27,23,0
55,20.66,83,55,4,0
152,27.58,65,58,3,0
144,36.32,46,35,3,0
101,42.08,86,34,0,0
84,37.19,40,36,34,0
164,29.32,96,60,29,0
124,42.69,24,27,0,0
6,39.84,46,13,26,1
128,44.6,28,23,1,1
107,40.75,37,38,33,0
121,33.41,70,57,19,0
33,42.2,21,42,1,1
179,22.03,74,37,35,0
100,42.07,59,24,16,0
55,26.07,21,51,26,0
75,35.83,35,33,32,0
198,22.08,74,54,4,0
88,18.36,73,45,9,0
132,43.16,62,38,21,0
132,36.1,66,49,27,0
140,40.48,61,10,33,0
86,44.59,89,42,10,0
15,35.34,44,59,34,0
31,44.68,79,43,18,0
50,26.46,17,6,21,0
88,21.55,56,55,19,0
166,28.28,71,48,17,0
53,34.24,70,34,19,0
49,24.61,64,36,9,0
73,44.37,42,31,20,0
174,43.25,98,27,30,0
191,32.43,93,34,1,0
83,23.73,85,58,10,0
139,20.03,83,41,8,0
178,22.53,35,29,28,0
77,19.47,79,6,35,0
15,18.25,60,52,12,0
35,26.15,94,56,14,0
89,32.97,34,45,32,0
175,18.37,17,21,2,0
196,36.23,45,16,31,0
185,18.44,56,43,20,0
174,37.52,27,52,19,0
108,29.62,59,8,26,0
103,36.55,31,14,29,1
86,22.61,40,43,16,0
46,41.47,62,43,33,0
159,22.8,18,29,20,0
112,40.26,76,32,32,0
175,26.7,50,10,22,0
38,33.92,21,9,33,1
177,43.37,88,29,23,0
189,39.42,15,22,24,1
83,42.81,31,47,17,0
90,24.35,28,21,2,0
162,43.15,45,23,7,0
180,35.72,17,44,5,0
115,22.54,41,55,15,0
150,34.17,97,33,0,0
34,38.35,80,47,1,0
166,36.4,74,45,11,0
193,19.77,23,11,7,0
53,43.43,73,36,24,0
137,29.52,17,23,15,0
87,25.25,89,53,21,0
149,32.84,59,8,23,0
85,18.6,35,58,27,0
152,29.39,30,22,28,0
111,24.28,51,55,7,0
149,34.89,26,53,5,0
172,20.1,34,15,2,0
78,27.03,35,33,28,0
183,40.0,92,41,16,0
24,23.43,29,54,18,0
34,38.57,49,9,35,1
27,44.55,70,6,6,1
172,29.74,16,31,2,0
152,38.07,78,31,6,0
144,22.6,15,53,10,0
26,18.13,27,22,26,1
167,40.67,67,34,15,0
196,22.68,83,11,28,0
51,22.02,79,5,16,0
14,34.33,74,51,31,0
61,20.56,31,21,4,0
176,42.01,29,56,12,0
63,30.09,35,14,18,0
39,23.65,83,44,13,0
9,30.83,31,47,18,0
196,32.83,75,11,31,0
176,35.85,45,35,28,0
29,22.03,23,51,1,0
81,29.76,97,48,31,0
139,32.8,85,40,8,0
180,42.88,96,38,11,0
20,20.91,19,45,12,0
23,36.72,41,46,33,0
4,27.1,21,44,35,0
138,34.83,51,8,16,0
127,39.04,34,45,27,0
197,19.64,69,59,30,0
66,43.73,20,12,7,1
119,40.48,18,60,26,0
135,43.77,100,60,17,0
10,24.66,44,51,9,0
48,19.97,68,11,33,0
174,42.89,50,45,21,0
161,37.34,90,39,19,0
43,19.52,39,7,12,0
123,41.7,96,39,28,0
125,35.62,37,21,14,0
143,18.63,83,20,18,0
193,34.8,66,56,20,0
170,18.38,25,20,6,0
78,30.27,55,51,34,0
39,37.88,51,36,21,0
7,27.03,59,9,21,0
98,33.52,59,33,14,0
20,24.87,24,45,32,0
154,24.46,88,18,16,0
41,23.44,78,20,19,0
16,27.77,55,36,24,0
35,26.0,70,19,32,0
39,20.68,91,21,22,0
197,29.6,15,14,33,0
4,38.47,70,47,4,0
78,19.44,21,30,35,0
97,44.16,48,45,18,0
55,36.63,83,29,2,0
44,28.24,96,12,34,0
118,42.72,85,39,20,0
137,44.99,33,45,15,0
68,19.07,61,26,5,0
1,21.8,79,44,21,0
92,38.18,26,7,10,1
183,43.72,47,57,15,0
89,33.82,91,9,19,0
136,30.14,86,14,4,0
134,39.4,80,18,25,0
119,20.61,77,20,3,0
167,42.94,76,23,29,0
85,31.41,46,5,12,0
68,19.31,59,41,14,0
71,37.31,29,42,20,0
119,23.98,61,56,9,0
19,19.89,70,33,16,0
175,33.37,27,53,30,0
64,18.57,37,20,8,0
89,21.52,66,33,29,0
31,42.46,65,5,7,1
53,39.49,17,38,8,0
59,25.05,44,29,8,0
90,24.69,99,29,9,0
12,36.05,16,56,23,1
175,33.0,58,16,15,0
160,44.1,49,46,12,0
174,37.88,68,46,31,0
65,32.39,26,46,7,0
117,32.43,60,43,21,0
56,38.24,35,36,9,0
31,32.79,40,5,14,0
157,25.0,86,18,24,0
21,20.95,80,15,31,0
157,32.85,38,27,14,0
169,25.83,47,27,3,0
132,21.34,21,26,6,0
110,40.84,77,41,19,0
58,20.18,36,34,4,0
25,30.76,51,51,11,0
167,41.2,27,53,11,0
179,21.08,22,8,34,0
94,26.94,81,34,26,0
98,44.79,74,40,15,0
76,18.4,67,19,17,0
19,18.87,90,59,28,0
89,37.46,19,18,30,1
76,19.26,67,49,24,0
50,26.91,27,45,18,0
107,37.16,27,56,14,0
179,44.02,88,22,6,0
43,35.15,70,7,1,1
69,33.23,97,28,19,0
155,31.32,30,11,34,0
199,29.84,80,46,34,0
153,44.19,90,28,18,0
133,35.03,80,10,34,0
112,28.64,44,11,13,0
80,30.72,90,52,25,0
50,43.68,32,37,4,0
59,27.1,49,42,31,0
84,24.85,77,22,1,0
14,27.67,70,51,16,0
46,37.6,76,51,22,0
169,37.15,92,42,3,0
139,18.87,84,53,24,0
76,34.23,57,48,34,0
122,41.79,97,60,10,0
131,18.41,84,24,29,0
189,40.97,57,22,3,0
53,18.25,41,60,32,0
8,41.54,50,53,6,0
56,31.71,65,14,24,0
48,30.35,66,17,34,0
87,22.78,66,57,18,0
36,28.68,61,18,23,0
193,38.06,67,5,30,0
179,36.71,22,9,13,1
49,29.56,88,12,25,0
189,18.95,97,24,3,0
19,25.17,27,54,1,0
191,42.7,24,44,11,0
169,40.8,69,22,8,0
154,25.59,88,37,30,0
52,44.24,63,5,12,0
171,18.91,50,48,5,0
22,22.97,63,57,33,0
17,20.82,67,56,2,0
25,44.83,43,12,29,1
76,39.0,37,49,12,0
82,39.22,30,58,34,0
172,18.3,55,34,15,0
100,30.69,66,49,23,0
108,25.36,27,52,13,0
25,35.89,49,6,20,1
22,23.13,90,29,3,0
186,43.09,73,58,16,0
18,27.53,64,57,2,0
105,32.05,37,40,17,0
115,31.44,16,25,10,0
87,23.86,39,48,26,0
78,30.81,52,29,2,0
39,21.56,73,22,35,0
104,33.03,39,53,4,0
66,22.79,98,22,28,0
96,34.96,82,6,15,0
171,34.71,59,30,29,0
79,35.94,22,20,6,1
0,44.26,16,60,22,1
104,33.78,66,53,34,0
132,34.03,29,52,18,0
60,42.77,97,58,33,0
49,31.04,96,33,7,0
164,38.18,84,37,24,0
18,21.12,57,49,35,0
165,21.01,78,42,32,0
178,36.86,40,48,25,0
61,27.38,80,49,20,0
90,30.96,25,35,28,0
35,28.22,50,27,19,0
62,41.49,25,55,26,0
49,31.7,97,13,13,0
95,39.72,69,45,28,0
119,21.26,36,19,8,0
23,26.16,32,21,33,1
116,28.15,46,12,25,0
160,35.19,92,31,23,0
81,40.14,38,7,8,0
108,32.2,24,32,16,0
32,39.65,58,34,34,0
133,33.41,56,14,34,0
59,44.17,90,21,21,0
192,19.25,72,40,4,0
157,20.89,63,47,21,0
131,25.1,18,58,3,0
107,19.3,79,48,16,0
170,32.82,34,45,0,0
89,29.92,32,13,18,0
41,29.12,71,44,29,0
192,41.71,42,57,16,0
10,43.71,66,17,16,1
76,34.28,64,21,14,0
126,37.28,52,54,14,0
88,35.26,33,10,21,1
178,23.35,29,30,23,0
122,22.89,91,30,16,0
19,34.17,22,19,8,1
129,23.9,78,19,29,0
30,23.66,32,22,3,1
72,23.46,51,15,8,0
139,34.3,94,28,35,0
155,28.15,96,54,12,0
44,24.11,17,15,34,1
21,43.13,91,5,18,1
53,20.64,45,34,34,0
68,42.29,52,39,6,0
76,43.27,71,42,22,0
193,43.82,85,10,4,0
79,29.94,30,22,4,0
119,40.6,27,59,7,0
182,18.88,66,34,24,0
188,34.1,61,20,32,0
30,32.53,52,27,25,0
100,21.98,94,51,35,0
58,23.08,34,57,7,0
31,31.87,26,18,19,1
29,34.96,51,31,31,0
129,35.04,17,32,13,0
145,20.41,60,24,15,0
28,37.85,28,52,13,1
163,22.85,94,25,23,0
195,31.82,19,14,11,0
194,38.54,42,6,8,0
116,39.16,59,21,33,0
73,38.0,15,29,31,0
58,38.32,78,18,24,0
26,30.57,72,20,15,0
183,25.14,85,36,34,0
47,38.46,23,20,31,1
120,22.27,40,29,8,0
200,44.9,95,25,26,0
110,19.56,29,40,27,0
71,40.32,43,58,26,0
190,35.38,45,9,4,0
156,24.53,89,29,6,0
200,29.64,91,26,2,0
64,24.29,30,58,10,0
146,23.4,43,32,7,0
151,30.96,29,15,6,0
94,20.02,72,14,17,0
7,36.59,79,20,7,1
60,19.67,75,46,22,0
132,29.75,15,24,21,0
68,42.58,17,8,15,1
106,24.3,92,15,23,0
183,30.95,56,56,11,0
51,30.76,18,57,33,0
73,42.18,90,15,18,0
81,32.66,56,5,34,0
72,28.64,52,42,13,0
100,32.05,46,55,30,0
161,43.8,41,25,5,0
156,29.18,76,59,6,0
111,19.55,52,52,11,0
143,41.99,71,59,24,0
44,28.94,58,19,25,0
99,42.52,67,37,17,0
70,41.76,16,56,26,0
110,21.9,65,23,28,0
79,25.3,94,49,30,0
127,41.22,82,53,34,0
77,29.23,34,57,35,0
152,26.95,22,21,21,0
113,40.87,54,39,21,0
155,37.95,71,55,19,0
179,26.28,69,8,34,0
35,42.73,22,43,21,1
91,34.38,79,38,11,0
107,30.32,83,24,21,0
20,33.74,98,11,13,0
59,24.09,42,41,9,0
85,21.61,22,51,29,0
119,37.92,56,16,30,0
48,24.6,69,56,28,0
85,32.82,71,60,15,0
200,27.22,39,44,18,0
75,20.43,73,22,23,0
3,28.13,48,47,35,0
120,42.48,93,46,26,0
53,35.55,92,23,31,0
2,36.4,90,26,14,0
99,31.04,25,18,0,0
104,36.92,43,37,22,0
18,42.91,51,56,21,0
137,26.5,52,28,5,0
13,41.96,72,10,27,1
174,40.24,34,51,18,0
21,43.91,80,19,18,1
89,42.15,80,35,1,0
185,20.54,48,54,7,0
61,30.94,76,17,5,0
14,28.34,71,20,0,0
49,22.34,23,28,31,0
5,19.52,17,20,31,1
6,40.93,46,51,22,0
103,28.96,61,12,30,0
101,18.53,91,48,34,0
153,30.14,58,54,9,0
162,32.13,24,58,29,0
40,19.77,60,33,3,0
53,29.74,82,48,8,0
145,27.61,58,29,7,0
77,39.75,58,40,23,0
55,31.95,91,8,8,0
186,29.87,82,10,18,0
168,33.64,41,44,19,0
54,28.94,64,59,6,0
82,42.74,80,46,29,0
34,43.78,24,52,30,1
36,44.21,73,5,17,1
1,30.1,67,21,17,0
156,29.04,66,29,32,0
93,23.56,84,5,20,0
165,20.64,74,29,17,0
159,27.28,62,30,2,0
26,32.04,81,60,17,0
67,23.27,46,13,35,0
23,26.96,17,5,21,1
140,19.55,27,52,27,0
149,30.83,93,8,10,0
197,28.4,41,25,3,0
48,38.94,30,57,15,1
18,28.15,58,36,25,0
168,22.83,74,28,8,0
50,27.69,33,45,12,0
32,18.79,81,55,6,0
56,35.63,51,56,20,0
40,30.2,89,42,30,0
102,36.88,27,38,9,0
151,44.96,29,56,4,0
59,44.05,21,15,6,1
24,44.83,95,51,5,0
156,31.81,91,41,13,0
185,34.67,29,20,12,0
26,37.03,30,47,27,1
143,26.66,55,6,3,0
4,23.73,25,11,29,1
129,23.76,95,56,12,0
39,29.8,17,59,20,0
41,32.28,95,10,1,0
33,18.81,76,11,16,0
45,40.17,96,58,6,0
77,37.42,66,52,16,0
59,19.25,74,25,5,0
11,33.66,57,58,11,0
195,24.23,56,26,11,0
141,32.59,86,30,0,0
21,35.62,40,56,9,0
29,22.94,71,44,21,0
18,32.34,25,60,26,0
185,23.14,68,27,33,0
159,33.25,82,47,6,0
171,44.28,25,11,10,1
139,40.55,42,30,23,0
34,33.27,49,52,11,0
82,22.62,57,21,22,0
102,43.79,75,32,24,0
162,25.4,69,37,27,0
69,29.59,27,59,34,0
173,22.82,26,16,1,0
187,20.29,47,27,18,0
145,30.87,76,24,2,0
63,30.64,21,34,35,0
107,32.85,35,19,34,0
160,40.94,46,14,34,0
146,40.46,99,7,16,0
140,36.73,57,18,31,0
123,42.84,78,25,35,0
70,31.77,53,14,26,0
41,25.97,16,46,26,0
191,43.54,45,30,28,0
68,38.61,57,43,20,0
75,21.47,99,32,23,0
69,36.86,36,53,31,0
51,34.58,81,53,26,0
63,39.18,38,19,10,0
120,30.23,69,51,8,0
181,22.14,35,6,6,0
6,22.16,89,24,33,0
30,22.52,54,36,18,0
199,25.92,100,25,22,0
66,32.25,71,29,26,0
38,42.17,45,39,24,0
62,28.4,82,43,34,0
63,41.0,82,58,5,0
16,38.23,79,38,26,0
107,40.42,72,30,23,0
8,44.8,95,50,0,0
125,40.97,73,57,33,0
92,19.98,61,60,21,0
145,42.58,43,14,8,0
142,41.04,29,36,25,0
26,32.09,73,29,8,0
150,27.81,25,46,8,0
122,38.56,63,55,7,0
36,20.17,37,15,23,0
152,26.32,91,58,13,0
177,33.9,56,21,22,0
53,20.98,18,42,13,0
135,36.0,77,55,32,0
99,42.13,47,44,2,0
52,35.99,47,5,8,0
130,40.42,25,50,28,0
58,42.99,60,28,7,0
176,35.08,44,7,34,0
101,34.96,92,34,7,0
6,40.32,29,44,33,1
147,35.82,85,21,32,0
60,37.68,26,39,33,0
128,27.23,41,46,33,0
67,28.56,60,21,8,0
153,19.15,37,12,27,0
92,27.18,70,46,29,0
23,34.09,35,55,26,0
97,34.36,60,54,12,0
169,30.07,23,60,5,0
68,34.27,96,39,18,0
96,28.82,97,44,18,0
142,26.69,71,56,9,0
60,32.27,82,12,22,0
152,37.29,60,39,12,0
117,32.36,67,53,7,0
29,26.66,66,39,9,0
102,42.54,79,37,7,0
8,38.88,96,33,2,0
106,36.09,30,16,31,1
190,35.92,55,35,8,0
119,20.75,53,52,6,0
19,29.85,70,56,2,0
114,41.35,88,36,26,0
9,30.09,16,11,3,1
106,37.37,99,30,5,0
54,43.05,22,17,4,1
26,22.53,92,25,12,0
162,42.33,18,30,17,0
7,39.47,80,11,9,1
188,40.94,27,44,28,0
162,24.15,90,9,11,0
82,23.41,80,11,16,0
189,35.56,52,39,19,0
42,19.23,32,56,13,0
100,33.89,70,8,29,0
136,41.22,22,9,26,1
36,18.05,65,27,29,0
34,43.56,58,32,25,0
135,24.96,67,54,15,0
129,25.37,54,54,25,0
114,19.39,22,34,8,0
28,34.92,74,48,11,0
98,37.95,45,36,26,0
10,40.86,90,48,11,0
151,31.83,71,53,30,0
66,42.33,87,36,18,0
108,18.97,53,29,28,0
81,27.39,87,6,7,0
28,43.62,36,38,3,0
80,44.26,63,29,23,0
91,24.25,21,26,8,0
97,43.58,93,26,17,0
59,27.5,70,35,8,0
55,44.02,15,45,27,0
190,28.84,47,49,32,0
81,37.96,30,41,16,0
145,29.63,33,58,11,0
4,18.38,20,31,21,0
104,28.26,100,8,30,0
158,20.62,51,33,8,0
1,36.96,82,23,4,1
89,41.02,58,14,13,0
171,41.47,30,20,9,1
179,28.18,35,8,3,0
77,33.89,28,42,34,0
62,36.51,16,16,26,1
23,40.57,41,44,11,0
138,22.04,49,20,31,0
94,24.98,52,11,26,0
94,41.56,52,58,2,0
79,39.76,67,48,25,0
53,18.75,94,33,12,0
47,40.2,97,57,10,0
55,39.85,78,42,0,0
145,36.41,25,47,33,0
108,34.75,25,26,5,0
183,32.82,75,39,29,0
7,37.06,34,31,21,1
24,21.25,15,45,9,0
172,38.08,58,54,17,0
188,25.64,81,29,30,0
26,20.18,50,16,10,0
167,18.27,78,59,10,0
28,20.48,82,27,33,0
78,23.87,49,47,4,0
92,21.96,72,7,25,0
16,37.83,91,27,13,0
133,23.45,91,29,11,0
192,41.14,73,28,16,0
88,24.78,15,10,19,0
12,38.54,18,11,13,1
101,26.34,69,29,6,0
42,29.43,22,19,16,1
173,37.58,96,37,15,0
103,27.3,58,28,15,0
130,24.68,29,13,8,0
108,41.04,43,36,10,0
131,39.34,52,44,18,0
158,34.06,46,32,4,0
155,28.11,89,28,17,0
119,32.39,35,55,13,0
123,41.11,100,40,34,0
74,38.31,35,44,34,0
141,37.08,64,39,18,0
109,20.2,56,50,22,0
136,43.58,18,7,25,1
92,38.26,70,48,28,0
109,22.82,30,55,7,0
156,35.32,53,9,30,0
165,32.35,37,38,26,0
91,40.72,35,31,27,0
191,42.91,83,43,10,0
59,21.72,30,22,32,0
84,19.91,100,29,29,0
35,20.14,39,31,5,0
84,41.5,24,31,5,0
106,23.13,71,12,25,0
107,43.16,50,50,22,0
63,19.18,75,21,3,0
146,43.73,56,54,9,0
50,30.71,97,28,32,0
74,21.83,83,54,13,0
89,25.66,94,60,0,0
174,37.49,59,14,23,0
106,26.59,40,45,17,0
156,22.11,20,26,15,0
137,43.63,30,11,31,1
99,28.96,40,41,13,0
85,23.91,54,55,6,0
169,19.89,79,53,10,0
145,44.16,75,21,19,0
61,37.34,57,23,26,0
13,42.63,74,24,21,1
62,40.37,99,9,0,0
178,28.23,82,27,15,0
66,23.4,94,47,11,0
83,25.04,25,11,35,0
188,37.13,89,36,8,0
169,27.74,16,53,30,0
78,25.91,15,40,9,0
158,20.7,99,23,22,0
184,18.88,83,58,14,0
127,39.77,47,60,0,0
125,19.42,98,46,33,0
132,26.55,26,9,7,0
30,27.75,25,48,15,0
78,21.44,35,40,20,0
73,19.79,98,32,22,0
18,42.47,63,24,14,1
115,22.56,79,27,12,0
122,32.1,37,10,13,0
200,44.43,55,42,15,0
64,35.76,75,53,28,0
49,42.76,88,28,25,0
84,18.7,71,51,6,0
78,18.45,64,17,1,0
4,25.61,17,34,18,0
138,33.41,59,21,3,0
107,44.93,42,8,12,0
8,42.37,72,18,28,1
3,29.44,52,59,34,0
171,33.45,26,15,7,0
132,40.39,90,14,1,0
139,27.33,94,26,16,0
47,24.44,78,52,20,0
46,37.19,47,18,2,1
63,18.69,28,12,15,0
187,38.85,24,49,14,0
142,32.89,75,41,35,0
184,41.79,50,60,5,0
93,34.68,57,56,33,0
135,33.69,76,43,6,0
128,27.31,55,11,26,0
105,31.34,74,17,28,0
147,19.58,70,60,22,0
65,37.03,78,56,6,0
108,27.31,96,35,18,0
31,32.86,88,59,25,0
110,27.67,63,47,17,0
189,31.95,60,8,18,0
165,40.67,80,31,13,0
18,29.18,83,45,11,0
150,42.62,50,40,21,0
187,40.76,84,7,10,0
181,25.74,89,16,13,0
191,40.72,40,55,6,0
94,34.87,50,21,10,0
181,44.2,70,17,17,0
69,42.35,34,53,22,0
127,28.76,47,50,31,0
167,20.69,79,47,31,0
143,39.2,48,27,17,0
86,18.54,45,29,6,0
163,27.32,46,52,17,0
98,42.73,25,55,29,0
3,39.41,99,14,22,1
18,36.35,23,53,28,1
164,25.68,91,48,31,0
122,19.55,84,38,32,0
196,31.2,99,28,16,0
104,20.24,71,20,28,0
181,31.13,41,14,29,0
133,40.45,88,33,11,0
157,36.1,71,59,13,0
67,25.92,24,36,18,0
51,31.28,82,22,13,0
38,19.2,48,19,4,0
13,36.35,77,7,0,1
143,42.36,29,58,17,0
56,30.84,18,5,2,0
82,23.69,73,6,3,0
180,39.5,77,15,22,0
68,38.13,35,16,8,0
93,27.14,83,44,8,0
5,35.45,15,51,20,1
85,39.25,60,20,11,0
61,36.72,79,43,4,0
5,36.14,44,49,15,0
31,39.14,74,26,12,0
137,43.54,76,6,3,0
22,39.21,58,33,25,0
160,23.33,80,55,25,0
166,27.46,53,25,22,0
29,20.23,54,14,34,0
70,38.87,26,23,12,1
196,41.83,64,56,27,0
184,22.68,95,29,3,0
85,41.17,64,27,11,0
2,38.71,74,32,17,0
155,25.74,54,53,0,0
155,37.9,87,6,29,0
12,44.84,64,58,24,0
127,28.0,89,14,32,0
68,25.03,58,26,10,0
36,26.2,50,26,8,0
49,24.61,62,51,9,0
37,26.13,27,44,6,0
41,35.82,17,11,27,1
29,27.22,99,44,23,0
129,40.66,76,19,15,0
164,33.82,21,33,3,0
41,25.32,98,23,28,0
19,35.01,50,42,5,0
131,19.26,97,42,0,0
180,43.85,90,50,12,0
115,38.23,55,28,19,0
70,25.59,84,48,12,0
151,26.68,88,49,17,0
22,34.31,86,25,28,0
27,31.05,33,6,11,1
94,33.52,79,19,9,0
167,28.14,21,55,0,0
182,33.27,84,24,31,0
23,30.5,66,38,2,0
152,40.35,18,57,16,0
114,36.64,38,30,3,0
193,38.99,20,56,6,0
98,33.7,70,45,0,0
8,23.16,78,7,17,0
75,43.33,72,14,17,0
86,18.14,78,29,21,0
128,26.62,62,43,27,0
78,38.05,73,28,9,0
80,23.85,70,43,26,0
15,37.93,26,50,25,1
97,31.87,47,60,23,0
60,41.13,18,57,19,0
167,41.54,27,13,13,1
77,18.86,27,36,33,0
187,40.0,19,16,2,1
181,20.57,23,31,26,0
46,36.81,16,43,29,1
134,32.8,18,47,2,0
104,25.06,90,35,7,0
144,24.2,59,35,28,0
58,36.04,86,50,25,0
15,31.09,68,43,6,0
21,43.28,69,18,9,1
58,29.7,19,9,19,0
55,42.27,78,8,4,0
152,43.22,66,11,1,0
132,23.07,95,35,9,0
150,28.23,95,23,31,0
39,32.3,16,31,22,0
195,29.86,18,39,22,0
55,28.26,96,14,22,0
125,37.72,39,54,13,0
194,41.49,47,26,13,0
63,29.73,23,47,33,0
10,41.28,85,32,29,0
87,35.04,38,7,20,0
68,42.06,48,39,4,0
171,29.51,55,16,8,0
129,37.95,82,13,17,0
52,39.59,98,36,27,0
179,36.39,70,7,9,0
137,25.71,90,26,3,0
82,26.68,84,24,12,0
2,19.78,83,45,30,0
53,35.43,31,56,28,0
18,21.79,21,32,35,0
173,22.34,29,29,22,0
184,44.79,25,19,17,1
105,35.24,50,26,30,0
127,38.54,69,22,15,0
182,32.65,80,60,21,0
190,30.37,97,60,34,0
152,21.14,43,45,11,0
